evidence_id,sample_id,retrieved_doc_id,retrieved_text_chunk,chunk_rank,similarity_score,source_type,source_reliability,evidence_relevance,supports_answer,contradicts_answer
EVD-00033-1,SMP-00033,DOC-0013,"Education Reference Note 013: Why is feedback important in education. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",1,0.52,domain reference summary,high,relevant,yes,no
EVD-00033-2,SMP-00033,DOC-0067,"Education Reference Note 067: What is blended learning. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",2,0.466,public-domain style explainer,high,relevant,yes,no
EVD-00033-3,SMP-00033,DOC-0056,"Education Reference Note 056: What is blended learning. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",3,0.786,domain reference summary,medium,relevant,yes,no
EVD-00034-1,SMP-00034,DOC-0081,"Environment Reference Note 081: What is climate adaptation. Evidence summary: Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems. Validation note: answer claims should remain limited to what this chunk supports.",1,0.956,domain reference summary,medium,relevant,yes,no
EVD-00034-2,SMP-00034,DOC-0105,"Environment Reference Note 105: How does deforestation affect ecosystems. Evidence summary: Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems. Validation note: answer claims should remain limited to what this chunk supports.",2,0.701,domain reference summary,low,irrelevant,no,no
EVD-00034-3,SMP-00034,DOC-0078,"Environment Reference Note 078: How does deforestation affect ecosystems. Evidence summary: Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems. Validation note: answer claims should remain limited to what this chunk supports.",3,0.434,open educational note,high,partially relevant,yes,no
EVD-00035-1,SMP-00035,DOC-0043,"Healthcare Reference Note 043: What is the recommended first-line lifestyle advice fo. Evidence summary: Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion. Validation note: answer claims should remain limited to what this chunk supports.",1,0.51,domain reference summary,medium,relevant,yes,no
EVD-00035-2,SMP-00035,DOC-0050,"Healthcare Reference Note 050: What are common warning signs of dehydration. Evidence summary: Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion. Validation note: answer claims should remain limited to what this chunk supports.",2,0.541,open educational note,high,relevant,yes,no
EVD-00035-3,SMP-00035,DOC-0118,"Healthcare Reference Note 118: What are common warning signs of dehydration. Evidence summary: Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion. Validation note: answer claims should remain limited to what this chunk supports.",3,0.411,curated knowledge card,low,relevant,yes,no
EVD-00036-1,SMP-00036,DOC-0060,"Environment Reference Note 060: What is climate adaptation. Evidence summary: Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities. Validation note: answer claims should remain limited to what this chunk supports.",1,0.813,domain reference summary,high,relevant,yes,no
EVD-00036-2,SMP-00036,DOC-0022,"Environment Reference Note 022: What is renewable energy. Evidence summary: Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities. Validation note: answer claims should remain limited to what this chunk supports.",2,0.494,domain reference summary,high,partially relevant,yes,no
EVD-00036-3,SMP-00036,DOC-0014,"Environment Reference Note 014: What is climate adaptation. Evidence summary: Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities. Validation note: answer claims should remain limited to what this chunk supports.",3,0.639,public-domain style explainer,medium,relevant,yes,no
EVD-00037-1,SMP-00037,DOC-0092,"Education Reference Note 092: How does active recall improve learning. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",1,0.942,synthetic policy brief,high,relevant,yes,no
EVD-00037-2,SMP-00037,DOC-0115,"Education Reference Note 115: How does active recall improve learning. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",2,0.639,open educational note,medium,relevant,yes,no
EVD-00037-3,SMP-00037,DOC-0068,"Education Reference Note 068: What is formative assessment. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",3,0.694,curated knowledge card,low,relevant,yes,no
EVD-00038-1,SMP-00038,DOC-0096,"Education Reference Note 096: How does active recall improve learning. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",1,0.57,curated knowledge card,medium,relevant,yes,no
EVD-00038-2,SMP-00038,DOC-0017,"Education Reference Note 017: How does active recall improve learning. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",2,0.673,curated knowledge card,high,relevant,yes,no
EVD-00038-3,SMP-00038,DOC-0100,"Education Reference Note 100: What is formative assessment. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",3,0.529,domain reference summary,high,relevant,yes,no
EVD-00039-1,SMP-00039,DOC-0085,"Technology Reference Note 085: What is an API. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",1,0.883,domain reference summary,medium,relevant,yes,no
EVD-00039-2,SMP-00039,DOC-0114,"Technology Reference Note 114: What is retrieval-augmented generation. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",2,0.56,curated knowledge card,medium,relevant,yes,no
